postal_district_number,postal_district,postal_district_name,postal_district_label,floor_level,floor_area_band,rent_psm_25th,rent_psm_median,rent_psm_75th,reference_period,period_start,year,quarter
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,30 & Below,190.51,233.62,257.08,2023Q1,2023-01-01,2023,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,52.55,121.22,224.2,2023Q1,2023-01-01,2023,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,56.99,72.54,116.29,2023Q1,2023-01-01,2023,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,110.53,156.25,177.6,2023Q1,2023-01-01,2023,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,82.9,106.15,169.47,2023Q1,2023-01-01,2023,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,74.64,92.11,107.05,2023Q1,2023-01-01,2023,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",B1 & Below,>30 - 100,207.37,217.77,236.16,2023Q2,2023-04-01,2023,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,75.6,111.61,159.86,2023Q2,2023-04-01,2023,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,72.58,156.52,169.18,2023Q2,2023-04-01,2023,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,112.5,143.75,156.57,2023Q2,2023-04-01,2023,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,103.22,131.25,162.23,2023Q2,2023-04-01,2023,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,71.22,98.65,142.19,2023Q2,2023-04-01,2023,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,112.17,150.44,213.76,2023Q3,2023-07-01,2023,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,65.94,102.63,190.21,2023Q3,2023-07-01,2023,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,100.0,135.29,165.63,2023Q3,2023-07-01,2023,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,121.62,171.28,189.6,2023Q3,2023-07-01,2023,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,100.66,148.08,173.7,2023Q3,2023-07-01,2023,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,163.19,221.29,425.84,2023Q4,2023-10-01,2023,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,117.23,120.81,164.37,2023Q4,2023-10-01,2023,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,132.73,142.86,189.71,2023Q4,2023-10-01,2023,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,107.98,133.02,170.25,2023Q4,2023-10-01,2023,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,77.21,102.88,145.69,2023Q4,2023-10-01,2023,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,62.17,81.1,94.95,2024Q1,2024-01-01,2024,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,111.39,129.92,150.33,2024Q1,2024-01-01,2024,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,115.5,122.58,122.58,2024Q1,2024-01-01,2024,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,59.2,67.81,75.83,2024Q1,2024-01-01,2024,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",B1 & Below,30 & Below,151.79,178.57,273.5,2024Q2,2024-04-01,2024,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,112.15,128.78,193.51,2024Q2,2024-04-01,2024,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,65.91,88.42,136.78,2024Q2,2024-04-01,2024,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,128.13,161.61,329.51,2024Q2,2024-04-01,2024,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,102.29,112.36,160.13,2024Q2,2024-04-01,2024,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,74.4,104.18,134.66,2024Q2,2024-04-01,2024,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",B1 & Below,30 & Below,318.67,323.06,349.86,2024Q3,2024-07-01,2024,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,88.62,107.73,237.27,2024Q3,2024-07-01,2024,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,95.27,131.89,161.45,2024Q3,2024-07-01,2024,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,127.54,177.17,207.67,2024Q3,2024-07-01,2024,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,124.48,129.87,176.99,2024Q3,2024-07-01,2024,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,80.44,97.24,113.96,2024Q3,2024-07-01,2024,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,101.64,103.3,112.5,2024Q4,2024-10-01,2024,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,104.93,115.6,143.18,2024Q4,2024-10-01,2024,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,110.71,171.43,186.3,2024Q4,2024-10-01,2024,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,111.5,149.52,172.54,2024Q4,2024-10-01,2024,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,91.38,115.41,149.97,2024Q4,2024-10-01,2024,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",B1 & Below,>30 - 100,76.19,91.93,162.58,2025Q1,2025-01-01,2025,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,37.29,67.0,86.5,2025Q1,2025-01-01,2025,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,62.24,68.64,96.45,2025Q1,2025-01-01,2025,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,109.65,155.98,184.2,2025Q1,2025-01-01,2025,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,128.26,156.64,199.69,2025Q1,2025-01-01,2025,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,99.02,127.77,140.21,2025Q1,2025-01-01,2025,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,129.18,139.97,181.0,2025Q2,2025-04-01,2025,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,68.08,93.28,133.28,2025Q2,2025-04-01,2025,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,140.82,168.14,172.53,2025Q2,2025-04-01,2025,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,83.19,121.78,143.63,2025Q2,2025-04-01,2025,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,91.81,104.46,140.91,2025Q2,2025-04-01,2025,Q2
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,89.29,107.53,154.91,2025Q3,2025-07-01,2025,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,84.17,91.27,151.25,2025Q3,2025-07-01,2025,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,135.23,158.23,172.04,2025Q3,2025-07-01,2025,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,120.82,146.94,173.03,2025Q3,2025-07-01,2025,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,58.87,85.67,114.6,2025Q3,2025-07-01,2025,Q3
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,119.26,142.47,185.33,2025Q4,2025-10-01,2025,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,122.5,149.75,174.42,2025Q4,2025-10-01,2025,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,146.15,169.57,191.92,2025Q4,2025-10-01,2025,Q4
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>30 - 100,113.49,119.47,140.77,2026Q1,2026-01-01,2026,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 1,>100 - 300,55.23,99.36,117.93,2026Q1,2026-01-01,2026,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,30 & Below,129.23,145.09,161.54,2026Q1,2026-01-01,2026,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>30 - 100,119.08,138.54,169.52,2026Q1,2026-01-01,2026,Q1
10,D10,"Ardmore, Bukit Timah, Holland Road, Tanglin","D10 / Ardmore, Bukit Timah, Holland Road, Tanglin",Level 2 & 3,>100 - 300,92.1,99.66,109.6,2026Q1,2026-01-01,2026,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,84.48,144.0,233.96,2021Q1,2021-01-01,2021,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,99.33,111.4,231.3,2021Q1,2021-01-01,2021,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,63.6,77.86,135.84,2021Q1,2021-01-01,2021,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,164.98,190.0,194.71,2021Q1,2021-01-01,2021,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,165.6,165.6,220.3,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>30 - 100,83.24,85.72,87.6,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,163.48,270.87,295.5,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,76.65,96.39,107.98,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>300,54.64,63.97,68.79,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,129.14,183.22,199.1,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,126.14,145.91,166.91,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,75.67,96.44,112.08,2021Q2,2021-04-01,2021,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,184.79,187.61,396.81,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>30 - 100,101.37,117.01,138.88,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>300,34.84,44.68,48.69,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,133.33,265.42,280.56,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,76.65,128.46,134.75,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,92.47,120.28,122.28,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,119.56,169.91,210.6,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,75.44,102.11,131.4,2021Q3,2021-07-01,2021,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>30 - 100,146.83,153.72,175.8,2021Q4,2021-10-01,2021,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,133.33,161.43,167.21,2021Q4,2021-10-01,2021,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,75.2,96.07,113.75,2021Q4,2021-10-01,2021,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,83.74,121.05,184.27,2021Q4,2021-10-01,2021,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,175.44,186.02,225.39,2021Q4,2021-10-01,2021,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,193.95,198.92,234.4,2022Q1,2022-01-01,2022,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,80.34,184.29,356.15,2022Q1,2022-01-01,2022,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,180.95,214.06,308.0,2022Q1,2022-01-01,2022,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,106.05,121.07,130.88,2022Q1,2022-01-01,2022,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,96.12,173.6,192.36,2022Q1,2022-01-01,2022,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,42.33,66.24,101.43,2022Q1,2022-01-01,2022,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,211.44,293.36,303.41,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,210.36,305.0,365.18,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,128.46,177.38,263.53,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,139.53,157.32,231.05,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,112.36,115.12,123.77,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,167.04,191.69,211.9,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,73.8,94.73,120.47,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>300,126.34,155.7,159.66,2022Q2,2022-04-01,2022,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,228.97,288.19,390.0,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>30 - 100,97.04,107.55,116.24,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,105.17,273.77,341.76,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,96.77,112.2,236.83,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,41.91,57.05,92.3,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>300,23.42,31.08,63.55,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,98.71,141.26,190.29,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,175.89,207.02,218.96,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,105.96,107.64,156.7,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>300,30.14,33.03,62.4,2022Q3,2022-07-01,2022,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>30 - 100,81.05,102.27,177.65,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,102.56,175.35,252.26,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,57.25,105.45,187.29,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,33.72,55.66,151.74,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,157.03,161.5,187.42,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 4 & Above,>30 - 100,36.49,37.35,123.72,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 4 & Above,>300,16.63,19.57,24.31,2022Q4,2022-10-01,2022,Q4
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,>100 - 300,121.62,123.69,164.54,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,100.19,106.73,230.53,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,137.21,166.37,216.65,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,111.61,141.64,184.26,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,118.02,131.55,147.92,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,204.97,266.75,294.38,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,107.69,133.7,162.1,2023Q1,2023-01-01,2023,Q1
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,254.9,258.68,281.42,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,30 & Below,166.9,225.0,263.89,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,92.7,121.92,182.2,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,79.85,118.72,175.14,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,178.0,206.0,216.52,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,167.72,193.07,279.11,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>100 - 300,75.11,119.54,167.61,2023Q2,2023-04-01,2023,Q2
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,251.28,309.44,315.44,2023Q3,2023-07-01,2023,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>30 - 100,122.22,165.49,208.29,2023Q3,2023-07-01,2023,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 1,>100 - 300,100.43,115.12,141.81,2023Q3,2023-07-01,2023,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,30 & Below,154.0,167.87,196.91,2023Q3,2023-07-01,2023,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",Level 2 & 3,>30 - 100,89.75,102.18,237.47,2023Q3,2023-07-01,2023,Q3
11,D11,"Watten Estate, Novena, Thomson","D11 / Watten Estate, Novena, Thomson",B1 & Below,30 & Below,258.84,283.5,308.42,2023Q4,2023-10-01,2023,Q4
